,name,tumor,ratio_cancer_tissue50,ratio_cancer_tissue60,ratio_cancer_tissue70,ratio_cancer_tissue80,ratio_cancer_tissue90,ratio_sum_tissue50,ratio_sum_tissue60,ratio_sum_tissue70,ratio_sum_tissue80,ratio_sum_tissue90,largest_area,eccentricity_largest,extend_largest,area_bbox_largest,major_axis_length_largest,maxprob_largest,minprob_largest,aveprob_largest,aspect_ratio_bbox_largest,solidity_largest,second_largest_area,eccentricity_second_largest,extend_second_largest,area_bbox_second_largest,major_axis_length_second_largest,maxprob_second_largest,minprob_second_largest,aveprob_second_largest,aspect_ratio_bbox_second_largest,solidity_second_largest
0,tumor_001.tif,1,0.020420573673900738,0.01597018607850106,0.012422643147217317,0.009318784884333358,0.006222488429115351,0.0054620136163975866,0.003651988338857263,0.0022368715629495868,0.0011525527026395193,0.0003730717040113719,43891,0.562616551862495,0.4512285391179192,97270,308.6123847129165,0.999333918094635,0.5000926852226257,0.8587971329689026,1.2956204379562044,0.5835715520336121,8725,0.9747538521578246,0.3230285079600148,27010,241.48075901816523,0.9987990856170654,0.5000170469284058,0.9137316942214966,1.2671232876712328,0.7472593353888318
1,tumor_002.tif,1,0.024540082043192888,0.015979216087712522,0.009923711953882544,0.005599859969446641,0.0024151183959690817,0.0045571054331820645,0.002556024978337321,0.0012806455313371147,0.0005157745917139466,0.00012430215245455627,3785,0.9532066218773787,0.42797376752600635,8844,144.53513378768636,0.9998517036437988,0.5003728866577148,0.898040771484375,2.0303030303030303,0.6906934306569343,1946,0.8233409912829234,0.351010101010101,5544,89.36872908547387,0.9850469827651978,0.5002490878105164,0.7484187483787537,1.3968253968253967,0.47187196896217265
2,tumor_003.tif,1,0.020293593500964737,0.015491264932373246,0.011859050988453317,0.009037819602740011,0.006776542724265728,0.005521132414994108,0.003743761845386155,0.0023815711036574787,0.0013421687557708616,0.0005538454647404785,21752,0.7269114029145534,0.6115609536662169,35568,211.68962276453632,0.999923825263977,0.5000226497650146,0.9719914197921753,0.6842105263157895,0.8322620140801958,7324,0.6164162411876233,0.4766057135420056,15367,122.94787855884798,0.9998577833175659,0.5000143051147461,0.938703179359436,0.952755905511811,0.6947448302029975
3,tumor_004.tif,1,0.007641395722780601,0.005636767158807496,0.004310791867732707,0.0033422673148348573,0.0024814582434989647,0.0019980756845764808,0.001342018690001076,0.0008482794058047553,0.00046747899577589795,0.00017527644478946227,14872,0.7307243051971564,0.29571303587051617,50292,242.30681198921943,0.9999196529388428,0.5004529356956482,0.8985818028450012,1.2828282828282829,0.42497499642806114,9212,0.9195440444631413,0.4221041055718475,21824,208.8366090601463,0.9996676445007324,0.5001310706138611,0.8968053460121155,0.7045454545454546,0.6117272063218009
4,tumor_005.tif,1,0.00860008322661187,0.0067077262038019725,0.005322632154504721,0.0043105255857314746,0.0034496301577112034,0.0024892561097995505,0.0017290330427466838,0.001130433322647326,0.000651171433258704,0.0002628556124541377,8906,0.8957601550432531,0.4778153334406352,18639,191.6553775055085,0.9995461106300354,0.5002009868621826,0.9382268786430359,1.5688073394495412,0.6592641942408765,1103,0.6139093924664557,0.6932746700188561,1591,42.642506645165795,0.9961912631988525,0.500436007976532,0.8723724484443665,1.162162162162162,0.9168744804655029
5,tumor_006.tif,1,0.01657268001700691,0.010505417941518469,0.006439733812774278,0.0036820363124296014,0.0018416444020224463,0.0030485019294031173,0.0017155851478845754,0.0008811045176794491,0.0003846994313073864,0.00011524623490633194,4984,0.9935794730678448,0.16287581699346404,30600,256.59149190579296,0.9994157552719116,0.5000540614128113,0.9411421418190002,1.3071895424836601,0.7035573122529645,4580,0.6037617163197744,0.699023199023199,6552,87.38835347143866,0.9996953010559082,0.5000845789909363,0.9569689631462097,0.7912087912087912,0.91912502508529
6,tumor_007.tif,1,0.006313738728358261,0.004219290498499606,0.0028671294698856113,0.0019494537169791814,0.0013286181051309872,0.0013720762184241439,0.000853375627227391,0.0005033989560535209,0.0002657826437737687,0.00010367596658288713,6196,0.9368450397341782,0.6469666910305941,9577,158.0799567352529,0.9997949004173279,0.5017721652984619,0.9473602175712585,2.5737704918032787,0.7866937531742001,4221,0.9489705819272862,0.3489583333333333,12096,147.05780204062472,0.9998829364776611,0.5004696249961853,0.9260126948356628,0.7619047619047619,0.7363921842288904
7,tumor_008.tif,1,0.00579030195285218,0.003630305036780379,0.0022192945060726175,0.0012850456693484747,0.0006398017215575652,0.0010553640580073288,0.0005919834399893934,0.00030437440037189964,0.00013226326220663708,3.823749857898902e-05,1899,0.9290157112727654,0.5449067431850789,3485,97.00007773344133,0.9997902512550354,0.5007830858230591,0.8805871605873108,2.073170731707317,0.6755602988260405,1883,0.7145574732172277,0.38937138130686516,4836,81.30754080144078,0.9975118637084961,0.500048816204071,0.7977128028869629,1.2580645161290323,0.4636788968234425
8,tumor_009.tif,1,0.37984044303576037,0.36388715507620634,0.34279179560402007,0.30933226718642176,0.24047553735376184,0.14820778874572751,0.11099654619865724,0.07560013704162485,0.04283903161223621,0.014844744679955644,1681240,0.8229667213252017,0.6138423785789734,2738879,2066.2103084511136,0.9997888207435608,0.5000035762786865,0.9230412244796753,1.415528396836808,0.8322298745200264,1211344,0.7361466711489578,0.6328133652349259,1914220,1582.7102505682203,0.9992194175720215,0.500000536441803,0.8579842448234558,0.7648546144121365,0.8312853333186934
9,tumor_010.tif,1,0.0050354739024765565,0.0031628326670063668,0.001955121277096415,0.001130171169288564,0.000565085584644282,0.0009238976081901259,0.0005204129641944185,0.000268851150582781,0.0001176162398297225,3.370503090331087e-05,1674,0.9532130459646457,0.5314285714285715,3150,87.59084593770469,0.9998657703399658,0.5019974708557129,0.9232549667358398,1.7857142857142858,0.8145985401459854,662,0.7616312269439727,0.645224171539961,1026,40.18193240009227,0.99543297290802,0.5004301071166992,0.8467128872871399,1.4074074074074074,0.8092909535452323
10,tumor_011.tif,1,0.1978101276003167,0.18356727503560713,0.16679730608163165,0.14167789214636173,0.08902188667254154,0.06854528820071526,0.04946806890062936,0.03191475919593674,0.01637491871416383,0.004481885206229914,345414,0.7326143097928549,0.5168980192863685,668244,926.9943967331325,0.9978868365287781,0.5000232458114624,0.863953173160553,1.3676680972818311,0.7405595350143539,246163,0.796281284763943,0.3456646408591521,712144,972.5254935183411,0.9958900809288025,0.5000009536743164,0.8077791929244995,1.259308510638298,0.5214356675782218
11,tumor_012.tif,1,0.010009164468737978,0.007348852857603258,0.005245992434693861,0.003428936732049796,0.0016749932388345982,0.0022599327526510128,0.001396872726280668,0.0007691860282391742,0.0003380173474042614,8.233758771301646e-05,7357,0.6544401864604765,0.3863970588235294,19040,150.89423156373707,0.9891710877418518,0.5002084970474243,0.7391834855079651,1.0294117647058822,0.5613031204699779,4886,0.9733790700488293,0.5906673114119922,8272,170.98532876829253,0.9974838495254517,0.5000128149986267,0.8706613183021545,0.26704545454545453,0.7692065491183879
12,tumor_013.tif,1,0.030002956706287956,0.022370808361362394,0.01698276536706026,0.013040223224647445,0.00972881901885962,0.007872668167511166,0.005275112718584595,0.0033208317118634968,0.001827109182047037,0.0006886131457895915,29061,0.8345090857635689,0.41744713858883015,69616,310.86988430461406,0.9992413520812988,0.5000671148300171,0.9350944757461548,0.7532894736842105,0.6391246976028151,10051,0.7914501743174129,0.5317989417989418,18900,161.58070608760272,0.9951242804527283,0.5002967715263367,0.8760917782783508,1.6203703703703705,0.7038022547440655
13,tumor_014.tif,1,0.05484099637323619,0.04885704732296063,0.04372154613969046,0.036219957280355666,0.020018722285494936,0.01765095715006316,0.012479643447064277,0.007849315105246465,0.003807745825528609,0.000905258246649589,218930,0.6583293627477994,0.5714084371027899,383141,633.2608530718477,0.9984537363052368,0.5000105500221252,0.8672803640365601,0.8509687034277198,0.8391948819576742,50375,0.9027346023983966,0.43455194782788725,115924,421.77159453979476,0.9995090961456299,0.5000529885292053,0.9066832065582275,0.7355163727959698,0.7782326587362892
14,tumor_015.tif,1,0.019684056343021464,0.01672956862429197,0.01446129819886986,0.012535541059945053,0.01046627623810451,0.006649907623400429,0.00483689883637634,0.003281632664504871,0.0019334015714220706,0.0007790046994753945,131486,0.6711484267034302,0.5365176906472765,245073,534.3153013221681,0.9998515844345093,0.5000146627426147,0.930149257183075,1.1942604856512142,0.7055408291389875,25298,0.8120086158736021,0.435594125040894,58077,286.55316701856674,0.9999189376831055,0.5004048347473145,0.9553626775741577,0.9835390946502057,0.6585619826105066
15,tumor_016.tif,1,0.1953547274921739,0.1904976369162296,0.18550777497996107,0.178282363712201,0.16094384110317905,0.0851257434888124,0.06583476854501688,0.04702758790942713,0.028805125432739137,0.011676745125119294,448476,0.9115019008835386,0.5043079310461155,889290,1251.1825089952092,0.9997945427894592,0.5001003742218018,0.9526389241218567,0.5878048780487805,0.8326977136257803,166168,0.4504698516697621,0.7249343419801237,229218,492.6337511959233,0.9983820915222168,0.500006377696991,0.9199747443199158,0.8952569169960475,0.9509061672017259
16,tumor_017.tif,1,0.0016717671593263924,0.000996769761170474,0.0005618665827050483,0.00028521480692999526,0.00011395418383115283,0.0002719147541551697,0.00014159314870436398,6.505714796336847e-05,2.3465752591415606e-05,4.313282965376254e-06,689,0.8134754905381284,0.5420928402832416,1271,41.91042983120141,0.9830924868583679,0.5011569261550903,0.8237600326538086,1.3225806451612903,0.8341404358353511,301,0.703336129783613,0.8048128342245989,374,23.367131009761792,0.9921178221702576,0.5055235028266907,0.839008092880249,1.2941176470588236,0.9290123456790124
17,tumor_018.tif,1,0.07076725732963966,0.06667478385362399,0.0632820799535909,0.059334034354017046,0.050133738411989974,0.028424003331299533,0.021559733519307997,0.01506590145852638,0.008920625861200007,0.0033579924047564213,97245,0.8822133810342114,0.41052431610942247,236880,756.4144913818452,0.9998583793640137,0.5001013875007629,0.9156505465507507,0.5968253968253968,0.52966263249055,93825,0.8791056372634586,0.41271510011612766,227336,726.6823311051025,0.9998199343681335,0.5000016689300537,0.9318779706954956,0.5764331210191083,0.5432296762912742
18,tumor_019.tif,1,0.01943265488922975,0.013226411285176256,0.009004796524782045,0.005927780626866572,0.003404790027312577,0.004106278275504163,0.002494308946895805,0.0013935312352429125,0.0006546237455070652,0.00019020219703708505,8644,0.8321398820556,0.455330804888327,18984,162.4972747126755,0.9980816841125488,0.5001335144042969,0.8607549071311951,1.4867256637168142,0.678439682913429,1242,0.9117119795639933,0.412624584717608,3010,83.94582803933571,0.9946188926696777,0.5002239346504211,0.788709282875061,1.627906976744186,0.5414123801220575
19,tumor_020.tif,1,0.3078917439855366,0.28692499656023684,0.2633484447413307,0.230082093325941,0.16628548144408942,0.11182279276270297,0.08207417321605227,0.05451963354114389,0.02971766885351413,0.009469515661917291,467812,0.8258087835129839,0.4520490496390851,1034870,1185.552764599431,0.999680757522583,0.5000026822090149,0.8965511322021484,0.7246861924686192,0.6777998006351855,446009,0.8858161535106559,0.37174975578367603,1199756,1466.7974640789196,0.998997151851654,0.5000061392784119,0.8665724992752075,0.7956026058631922,0.5765600741498172
